"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL491065";"";"0";"433.63";"1";"6.23";"36";"CC(C)CCOc1cc(O)cc(OCCCCCCCCCCC(=O)NCC2CC2)c1";"Ki";"'='";"2511.89";"nM";"5.60";"";"";"UO_0000065";"12.91";"0.25";"-0.63";"8.26";"False";"CHEMBL961828";"Binding affinity to human recombinant CB1 receptor expressed in african green monkey COS cells by radioligand binding assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"COS";"None";"";"";"";"CHEMBL218";"Cannabinoid CB1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153817";"1";"Scientific Literature";"J. Med. Chem.";"2009";"None";""
"CHEMBL271553";"";"0";"368.52";"0";"4.39";"47";"CC1(C)C(C(=O)c2cn(CC3CCOCC3)c3ccc(CN)cc23)C1(C)C";"Ki";"'<'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL931642";"Displacement of [3H]CP-55940 from human recombinant CB1 receptor expressed in HEK cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL218";"Cannabinoid CB1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144013";"1";"Scientific Literature";"J. Med. Chem.";"2008";"CHEMBL3307715";""
"CHEMBL408174";"";"0";"411.55";"0";"3.80";"42";"CC(=O)Nc1cccc2c1c(C(=O)C1C(C)(C)C1(C)C)cn2CCN1CCOCC1";"Ki";"'>'";"2187.76";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL931642";"Displacement of [3H]CP-55940 from human recombinant CB1 receptor expressed in HEK cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL218";"Cannabinoid CB1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144013";"1";"Scientific Literature";"J. Med. Chem.";"2008";"CHEMBL3307715";""
"CHEMBL272868";"";"0";"383.49";"0";"4.66";"30";"CC1(C)C(C(=O)c2cn(CC3CCOCC3)c3cc4c(cc23)OCO4)C1(C)C";"Ki";"'='";"28.0";"nM";"7.55";"";"";"UO_0000065";"19.70";"0.37";"2.89";"15.20";"False";"CHEMBL931642";"Displacement of [3H]CP-55940 from human recombinant CB1 receptor expressed in HEK cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL218";"Cannabinoid CB1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144013";"1";"Scientific Literature";"J. Med. Chem.";"2008";"CHEMBL3307715";""
"CHEMBL271565";"";"0";"445.60";"1";"6.51";"26";"CC1(C)C(C(=O)c2cn(CC3CCOCC3)c3c(OCc4ccccc4)cccc23)C1(C)C";"Ki";"'='";"1096.48";"nM";"5.96";"";"";"UO_0000065";"13.38";"0.25";"-0.55";"14.73";"False";"CHEMBL931642";"Displacement of [3H]CP-55940 from human recombinant CB1 receptor expressed in HEK cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL218";"Cannabinoid CB1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144013";"1";"Scientific Literature";"J. Med. Chem.";"2008";"CHEMBL3307715";""
"CHEMBL269851";"";"0";"369.51";"0";"4.94";"21";"COc1ccc2c(C(=O)C3C(C)(C)C3(C)C)cn(CC3CCOCC3)c2c1";"Ki";"'='";"40.0";"nM";"7.40";"";"";"UO_0000065";"20.02";"0.37";"2.46";"18.28";"False";"CHEMBL931642";"Displacement of [3H]CP-55940 from human recombinant CB1 receptor expressed in HEK cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL218";"Cannabinoid CB1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144013";"1";"Scientific Literature";"J. Med. Chem.";"2008";"CHEMBL3307715";""
"CHEMBL270955";"";"0";"355.48";"0";"4.64";"16";"CC1(C)C(C(=O)c2cn(CC3CCOCC3)c3ccc(O)cc23)C1(C)C";"Ki";"'='";"204.17";"nM";"6.69";"";"";"UO_0000065";"18.82";"0.35";"2.05";"13.00";"False";"CHEMBL931642";"Displacement of [3H]CP-55940 from human recombinant CB1 receptor expressed in HEK cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL218";"Cannabinoid CB1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144013";"1";"Scientific Literature";"J. Med. Chem.";"2008";"CHEMBL3307715";""
"CHEMBL72771";"";"0";"412.92";"0";"4.17";"6";"COc1ccc2c(c1)c(CCN1CCOCC1)c(C)n2C(=O)c1ccc(Cl)cc1";"Ki";"'='";"10253.0";"nM";"4.99";"";"";"UO_0000065";"12.08";"0.23";"0.82";"11.42";"False";"CHEMBL657911";"Evaluated for binding affinity against recombinant human central cannabinoid receptor 1";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL218";"Cannabinoid CB1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1129173";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"1996";"None";""
"CHEMBL515022";"";"0";"488.35";"1";"5.15";"7i";"N#Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(OCF)cc1";"Ki";"'='";"10.3";"nM";"7.99";"";"";"UO_0000065";"16.36";"0.33";"2.84";"9.60";"False";"CHEMBL963331";"Displacement of [3H]CP-55940 form human recombinant CB1 receptor expressed in HEK293 cells by liquid scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL218";"Cannabinoid CB1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153859";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2009";"CHEMBL3307715";""
"CHEMBL111";"RIMONABANT";"4";"463.80";"1";"5.94";"1";"Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1";"Ki";"'='";"40.0";"nM";"7.40";"";"";"UO_0000065";"15.95";"0.34";"1.46";"14.75";"False";"CHEMBL963331";"Displacement of [3H]CP-55940 form human recombinant CB1 receptor expressed in HEK293 cells by liquid scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL218";"Cannabinoid CB1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153859";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2009";"CHEMBL3307715";""
"CHEMBL125061";"";"0";"352.56";"1";"7.74";"20a";"CCCCCCC(C)(C)c1ccc(-c2cc(C)ccc2C(C)C)c(O)c1";"Ki";"'='";"33.0";"nM";"7.48";"";"";"UO_0000065";"21.22";"0.39";"-0.26";"36.98";"True";"CHEMBL657905";"Binding affinity was determined for Cannabinoid receptor 1";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL218";"Cannabinoid CB1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133684";"1";"Scientific Literature";"J. Med. Chem.";"2000";"None";""
"CHEMBL567594";"";"0";"424.38";"0";"4.47";"44, Enantiomer 1";"CC(C(=O)Nc1ccc2c(c1)C(N1CCOCC1)CCC2)(C(F)(F)F)C(F)(F)F";"Ki";"'='";"1300.0";"nM";"5.89";"";"";"UO_0000065";"13.87";"0.28";"1.42";"14.16";"False";"CHEMBL1041035";"Displacement of [3H]CP-55940 from human CB1 receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL218";"Cannabinoid CB1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155343";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"CHEMBL3308072";""
"CHEMBL336670";"";"0";"367.53";"1";"6.36";"1b";"CC1=CC[C@@H]2[C@@H](C1)c1c(O)cc(C(C)(C)CCCCC#N)cc1OC2(C)C";"Ki";"'='";"0.36";"nM";"9.44";"";"";"UO_0000065";"25.70";"0.48";"3.08";"17.73";"False";"CHEMBL658061";"Evaluated for its binding affinity towards Cannabinoid receptor 1 (CB1)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL218";"Cannabinoid CB1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131164";"1";"Scientific Literature";"J. Med. Chem.";"1998";"None";""
"CHEMBL579194";"";"0";"398.47";"0";"4.61";"33";"Cc1c(CN2CCOCC2)cc(NC(=O)C2CCCCC2C)cc1C(F)(F)F";"Ki";"'='";"110.0";"nM";"6.96";"";"";"UO_0000065";"17.46";"0.34";"2.35";"16.74";"False";"CHEMBL1041035";"Displacement of [3H]CP-55940 from human CB1 receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL218";"Cannabinoid CB1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155343";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"CHEMBL3308072";""
"CHEMBL257713";"";"0";"484.62";"0";"4.74";"9";"CCOc1ccccc1CNC(=O)c1oc2ccc(S(=O)(=O)N3CC(C)CC(C)C3)cc2c1C";"Ki";"'='";"97.0";"nM";"7.01";"";"";"UO_0000065";"14.47";"0.28";"2.27";"7.89";"False";"CHEMBL950087";"Displacement of radioligand from human CB1 receptor expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL218";"Cannabinoid CB1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142334";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2008";"CHEMBL3307715";""
"CHEMBL474125";"";"0";"498.15";"1";"5.34";"4dc";"O=C(NC1CC1)c1cnn(-c2ccc(Cl)cc2Cl)c1-c1ccc(I)cc1";"Ki";"'='";"210.0";"nM";"6.68";"";"";"UO_0000065";"13.41";"0.35";"1.34";"14.23";"False";"CHEMBL962782";"Displacement of [3H]CP-55940 from human CB1 receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL218";"Cannabinoid CB1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140988";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2008";"CHEMBL3308072";""
"CHEMBL246063";"";"0";"421.54";"1";"5.79";"13";"Cc1ccc(-c2ncc(C(=O)NCCCc3ccccc3)nc2-c2ccc(C)cc2)cc1";"Ki";"'='";"18.0";"nM";"7.75";"";"";"UO_0000065";"18.37";"0.33";"1.95";"14.11";"False";"CHEMBL887035";"Binding affinity to human CB1 receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL218";"Cannabinoid CB1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139999";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2007";"None";""
"CHEMBL577791";"";"0";"536.29";"2";"7.17";"21";"Cc1c(C(=O)NCCc2ccc(Cl)cc2Cl)nn(-c2ccc(Cl)cc2Cl)c1-n1c(C)ccc1C";"Ki";"'='";"156.0";"nM";"6.81";"";"";"UO_0000065";"12.69";"0.27";"-0.36";"13.13";"False";"CHEMBL1049258";"Displacement of [3H]CP-55940 from human recombinant CB1 receptor expressed in HEK cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL218";"Cannabinoid CB1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154113";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2009";"CHEMBL3307715";""
"CHEMBL1316265";"";"0";"431.66";"1";"6.45";"OMDM-2";"CCCCCCCC/C=C\CCCCCCCC(=O)N[C@@H](CO)Cc1ccc(O)cc1";"Ki";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL3364122";"Displacement of [3H]CP55,940 from human CB1 expressed in CHO-K1 cells after 2 hrs by liquid scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL218";"Cannabinoid CB1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3352692";"1";"Scientific Literature";"J. Nat. Prod.";"2014";"CHEMBL3307512";""
"CHEMBL453106";"";"0";"509.24";"1";"4.50";"4cb";"CN1CCN(NC(=O)c2cnn(-c3ccc(Cl)cc3Cl)c2-c2ccc(Br)cc2)CC1";"Ki";"'='";"2600.0";"nM";"5.58";"";"";"UO_0000065";"10.97";"0.25";"1.09";"10.46";"False";"CHEMBL962782";"Displacement of [3H]CP-55940 from human CB1 receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL218";"Cannabinoid CB1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140988";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2008";"CHEMBL3308072";""
"CHEMBL157149";"";"0";"520.96";"2";"5.13";"79";"C/N=C(\NS(=O)(=O)c1ccc(C(F)(F)F)cc1)N1C[C@@H](c2ccccc2)C(c2ccc(Cl)cc2)=N1";"Ki";"'='";"293.0";"nM";"6.53";"";"";"UO_0000065";"12.54";"0.25";"1.40";"8.81";"False";"CHEMBL657896";"Displacement of CP-55940 binding from recombinant human cannabinoid receptor 1 expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL218";"Cannabinoid CB1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1148395";"1";"Scientific Literature";"J. Med. Chem.";"2004";"CHEMBL3308072";""
"CHEMBL337094";"";"0";"383.53";"1";"5.34";"1d";"CC1=CC[C@@H]2[C@@H](C1)c1c(O)cc(C(C)(C)CCCC(O)C#N)cc1OC2(C)C";"Ki";"'='";"13.0";"nM";"7.89";"";"";"UO_0000065";"20.56";"0.38";"2.55";"10.73";"False";"CHEMBL658061";"Evaluated for its binding affinity towards Cannabinoid receptor 1 (CB1)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL218";"Cannabinoid CB1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131164";"1";"Scientific Literature";"J. Med. Chem.";"1998";"None";""
"CHEMBL276312";"";"0";"448.78";"1";"6.56";"3";"O=C(NC1CCCCC1)c1cn(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2Cl)n1";"Ki";"'='";"3.9";"nM";"8.41";"";"";"UO_0000065";"18.74";"0.40";"1.85";"17.92";"False";"CHEMBL887658";"Displacement of [3H]CP-559440 from human CB1 receptor expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL218";"Cannabinoid CB1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144643";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2007";"CHEMBL3307715";""
"CHEMBL395026";"";"0";"444.36";"1";"5.19";"39";"Cc1c(C(=O)N[C@H]2CCCC[C@@H]2O)nc(-c2ccccc2Cl)n1-c1ccc(Cl)cc1";"Ki";"'='";"6.9";"nM";"8.16";"";"";"UO_0000065";"18.37";"0.37";"2.97";"12.15";"False";"CHEMBL887658";"Displacement of [3H]CP-559440 from human CB1 receptor expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL218";"Cannabinoid CB1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144643";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2007";"CHEMBL3307715";""
"CHEMBL471295";"";"0";"376.54";"1";"6.64";"51";"CC1=CC[C@@H]2[C@@H](C1)c1c(O)cc(C(C)(C)c3cccc(C)c3)cc1OC2(C)C";"Ki";"'='";"2.53";"nM";"8.60";"";"";"UO_0000065";"22.83";"0.42";"1.96";"29.18";"True";"CHEMBL964504";"Displacement of [3H]CP-55940 from human CB1 receptor expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL218";"Cannabinoid CB1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157458";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2008";"CHEMBL3307715";""
"CHEMBL321585";"";"0";"375.60";"1";"6.02";"3";"CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)NCCO";"Ki";"'='";"34.4";"nM";"7.46";"";"";"UO_0000065";"19.87";"0.38";"1.44";"15.13";"False";"CHEMBL657912";"Compound was evaluated for its binding affinity towards Cannabinoid receptor 1 [Inactive form(R) of CB1 receptor]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL218";"Cannabinoid CB1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135545";"1";"Scientific Literature";"J. Med. Chem.";"2002";"None";""
"CHEMBL404650";"";"0";"420.58";"0";"2.96";"34";"Cc1ccc(C(=O)N[C@H]2C(C)(C)[C@H]3CC[C@]2(C)C3)cc1S(=O)(=O)N1CCOCC1";"Ki";"'='";"540.0";"nM";"6.27";"";"";"UO_0000065";"14.90";"0.30";"3.31";"8.28";"False";"CHEMBL929250";"Displacement of [3H]CP-55940 from human cloned CB1 receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL218";"Cannabinoid CB1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145632";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2008";"None";""
"CHEMBL410337";"";"0";"421.52";"0";"4.26";"C";"COc1ccc(C2C(CCS(=O)(=O)c3ccccc3)C(=O)N2c2ccccc2)cc1";"Ki";"'='";"451.5";"nM";"6.34";"";"";"UO_0000065";"15.05";"0.29";"2.09";"9.96";"False";"CHEMBL933479";"Displacement of [3H]CP-55940 from human CB1 receptor expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL218";"Cannabinoid CB1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144779";"1";"Scientific Literature";"J. Med. Chem.";"2008";"CHEMBL3307715";""
"CHEMBL261595";"";"0";"372.47";"0";"4.82";"B";"COc1ccc([C@@H]2[C@@H](CCCc3cccnc3)C(=O)N2c2ccccc2)cc1";"Ki";"'='";"243.8";"nM";"6.61";"";"";"UO_0000065";"17.75";"0.32";"1.79";"15.59";"False";"CHEMBL933479";"Displacement of [3H]CP-55940 from human CB1 receptor expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL218";"Cannabinoid CB1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144779";"1";"Scientific Literature";"J. Med. Chem.";"2008";"CHEMBL3307715";""
